DewPointTempF,DRYBULBTEMPF,RelativeHumidity,StationPressure,VISIBILITY,WETBULBTEMPF,WindDirection,WindSpeed
56,60,86,30,10,58,170,7
57,58,97,29.98,10,57,180,7
57,58,97,29.96,10,57,0,0
57,58,97,29.95,10,57,0,0
57,58,97,29.95,10,57,0,0
56,56,100,29.96,10,56,0,0
56,57,96,29.96,10,56,70,7
58,58,100,29.98,10,58,20,3
57,60,90,29.98,10,58,290,5
58,62,86,30,10,60,210,7
56,65,73,29.98,10,60,250,10
54,66,65,29.96,10,59,250,8
55,66,68,29.96,10,60,190,11
54,68,61,29.93,10,60,230,13
55,69,61,29.9,10,61,200,10
56,66,70,29.9,10,60,180,11
58,65,78,29.9,10,61,170,15
60,64,87,29.91,10,62,170,13
61,62,96,29.93,10,61,200,9
51,66,59,29.95,10,58,280,9
42,67,41,29.96,10,54,280,10
43,64,46,29.98,10,53,290,9
43,64,46,30.01,10,53,300,9
42,62,48,30.01,10,52,320,9
42,60,52,30.03,10,51,320,11
45,57,64,30.06,10,51,20,13
45,54,72,30.08,10,49,360,6
44,51,77,30.09,10,48,40,3
45,52,77,30.09,10,49,10,5
45,49,86,30.11,10,47,10,3
45,49,86,30.12,10,47,40,3
46,50,86,30.14,10,48,0,0
46,57,67,30.16,10,51,330,5
41,60,50,30.16,10,51,20,8
40,61,46,30.16,10,51,20,7
40,62,44,30.16,10,51,320,9
38,62,41,30.14,10,50,300,5
39,64,40,30.11,10,52,300,3
41,63,45,30.11,10,52,190,11
39,62,43,30.09,10,51,210,9
40,62,44,30.06,10,51,150,8
41,59,51,30.06,10,50,150,8
46,57,67,30.08,10,51,170,10
46,57,67,30.09,10,51,180,9
46,56,70,30.09,10,51,180,7
46,55,72,30.08,10,50,130,5
47,55,74,30.08,10,51,140,6
48,56,75,30.06,10,52,160,5
48,54,80,30.06,10,51,150,7
48,54,80,30.06,10,51,160,7
47,49,93,30.03,10,48,110,5
47,49,93,30.01,10,48,110,6
50,53,89,29.98,10,51,90,6
51,56,84,29.98,10,53,110,9
50,58,75,29.96,10,54,100,9
51,59,75,29.93,10,55,100,10
55,62,78,29.93,10,58,130,15
57,63,81,29.9,10,60,130,15
59,64,84,29.85,10,61,130,18
60,65,84,29.82,10,62,120,18
60,65,84,29.78,10,62,120,17
60,65,84,29.7,10,62,120,20
61,63,93,29.67,7,62,120,21
62,63,97,29.62,10,62,110,20
62,64,93,29.54,9,63,110,16
63,63,100,29.48,5,63,110,20
62,62,100,29.39,2.5,62,110,24
62,62,100,29.26,5,62,100,28
62,62,100,29.18,6,62,100,22
63,63,100,29.1,10,63,120,11
59,60,96,29.12,10,59,280,28
51,54,90,29.12,8,52,300,32
48,54,80,29.2,10,51,300,24
45,52,77,29.23,10,48,290,23
46,53,77,29.23,10,49,280,25
42,53,66,29.23,10,48,280,29
42,52,69,29.26,10,47,270,26
44,52,75,29.26,10,48,270,28
43,52,72,29.28,10,48,260,30
41,53,64,29.3,10,47,260,28
42,53,66,29.31,10,48,260,30
42,56,60,29.31,10,49,270,29
41,55,59,29.31,10,48,260,31
41,56,57,29.31,10,49,270,31
41,57,55,29.31,10,49,270,33
41,58,53,29.33,10,50,270,29
42,58,56,29.36,10,50,270,28
42,57,58,29.36,10,50,280,29
42,58,56,29.39,10,50,280,24
41,58,53,29.41,10,50,280,18
41,57,55,29.46,10,49,280,25
41,57,55,29.49,10,49,300,21
42,57,58,29.54,10,50,280,24
42,56,60,29.56,10,49,270,18
41,55,59,29.59,10,48,290,24
41,54,62,29.61,10,48,280,23
41,53,64,29.62,10,47,280,24
41,54,62,29.64,10,48,280,14
41,53,64,29.64,10,47,300,20
41,52,66,29.65,10,47,300,21
41,52,66,29.67,10,47,310,15
40,51,66,29.7,10,46,310,16
40,50,68,29.74,10,45,280,8
40,51,66,29.77,10,46,310,21
40,52,64,29.78,10,46,300,15
41,53,64,29.8,10,47,320,18
41,56,57,29.8,10,49,290,18
41,58,53,29.8,10,50,310,22
41,59,51,29.8,10,50,310,22
40,59,49,29.8,10,50,310,18
41,58,53,29.83,10,50,310,18
40,60,47,29.85,10,50,320,20
39,56,53,29.87,10,48,320,21
38,53,57,29.88,10,46,330,23
38,52,59,29.91,10,45,320,17
38,52,59,29.96,10,45,320,16
37,50,61,29.96,10,45,320,15
38,49,66,29.96,10,45,310,8
38,49,66,29.96,10,45,320,13
38,48,68,29.96,10,45,320,13
37,47,69,29.96,10,45,320,13
36,45,71,30.01,10,41,340,8
36,44,73,30.03,10,41,320,6
36,44,73,30.01,10,41,360,5
36,42,79,30.01,10,39,350,5
37,42,82,30.03,10,40,330,3
37,43,80,30.06,10,40,300,6
37,46,71,30.06,10,42,280,6
39,49,69,30.08,10,44,270,8
39,51,64,30.08,10,45,240,6
38,52,59,30.09,10,45,240,5
39,53,59,30.08,10,46,230,8
39,54,57,30.06,10,47,200,10
41,56,57,30.04,10,49,190,10
41,57,55,30.03,10,49,200,10
42,58,56,30.03,10,50,180,11
41,58,53,30.01,10,50,200,11
45,54,72,30.01,10,49,180,8
47,55,74,30.01,10,51,190,7
46,53,77,30.01,10,49,200,6
43,53,69,30.01,10,49,220,7
44,53,72,30.01,10,49,220,9
43,54,67,30.01,10,49,230,10
44,52,75,30.01,10,49,230,8
44,51,77,30.01,10,49,230,6
47,52,83,30.03,10,49,220,6
47,51,86,30.03,10,49,0,0
45,47,93,30.01,10,46,40,5
44,46,93,30.01,10,45,60,6
44,46,93,30.01,10,45,40,7
44,45,97,30.01,10,45,30,5
45,45,100,30.01,10,45,60,6
48,51,89,30.04,10,49,70,5
50,54,87,30.03,10,52,70,7
52,58,81,30.03,10,55,100,9
54,60,80,30.03,10,57,110,7
54,61,78,30.03,10,57,140,10
54,60,80,30.01,10,57,110,7
56,58,93,30,10,57,70,5
56,57,96,30,6,56,50,8
55,56,97,29.98,8,55,60,10
55,55,100,29.98,3,55,50,8
53,53,100,29.98,10,53,50,11
52,52,100,29.98,6,52,30,10
52,52,100,29.96,2.5,52,40,13
52,52,100,29.98,7,52,30,13
53,53,100,29.96,10,53,30,14
53,53,100,29.96,10,53,20,14
53,53,100,29.95,10,53,30,13
53,53,100,29.96,10,53,20,14
52,53,96,29.95,10,52,20,14
51,53,93,29.96,10,52,20,13
51,54,90,29.98,10,52,10,13
50,52,93,29.98,10,51,360,10
49,51,92,30.01,10,50,360,8
49,52,89,30.01,10,50,360,11
50,55,83,30.03,10,52,10,11
49,58,72,30.03,10,53,30,14
49,61,65,30.04,10,55,40,14
48,63,58,30.04,10,55,20,15
46,64,52,30.04,10,54,30,15
46,66,49,30.03,10,55,10,8
46,67,47,30.03,10,56,80,7
46,67,47,30.04,10,56,80,9
54,63,73,30.06,10,58,150,10
53,60,78,30.06,10,56,130,6
53,58,84,30.09,10,55,140,5
53,57,87,30.08,10,55,0,0
53,55,93,30.09,10,54,0,0
53,56,90,30.11,10,54,0,0
52,53,96,30.11,10,52,40,5
52,53,96,30.11,10,52,60,8
50,54,87,30.11,10,52,80,8
50,54,87,30.11,10,52,70,6
50,54,87,30.11,10,52,70,7
48,54,80,30.11,10,52,50,7
47,55,74,30.11,10,52,40,6
49,55,80,30.11,10,52,60,9
51,55,87,30.11,10,52,70,6
52,56,87,30.11,10,52,70,7
55,57,93,30.11,10,52,90,13
55,58,90,30.11,10,52,90,9
56,58,93,30.11,2.5,52,80,9
58,58,100,30.11,2,52,80,10
59,60,96,30.11,3,52,100,16
59,59,100,30.11,2,52,90,11
60,60,100,30.11,3,52,100,13
59,59,100,30.11,2,52,100,20
59,59,100,30.11,2,52,100,18
59,59,100,30.11,2,52,100,13
59,59,100,30.11,2,52,100,18
60,60,100,30.11,2,52,100,9
60,60,100,30.11,2,52,100,18
61,61,100,30.11,1.5,52,110,14
62,62,100,30.11,2.5,52,140,9
63,63,100,30.11,3,52,140,10
64,64,100,30.11,3,52,140,10
63,63,100,29.74,10,63,210,8
61,61,100,29.74,10,61,320,17
58,60,93,29.75,10,59,310,10
57,59,93,29.77,10,58,320,10
56,59,90,29.78,10,57,290,10
54,59,83,29.82,10,56,300,14
53,58,84,29.85,10,55,300,10
51,60,72,29.88,10,55,300,15
48,63,58,29.91,10,55,300,15
49,64,58,29.91,10,56,280,15
43,65,45,29.91,10,54,300,16
40,66,39,29.93,10,53,270,18
38,66,36,29.93,10,52,280,18
38,67,35,29.93,10,53,280,16
35,66,32,29.95,10,51,270,23
33,65,31,29.96,10,50,280,17
35,63,35,30,10,50,270,15
38,61,43,30.03,10,50,260,15
40,61,46,30.09,10,51,250,14
41,60,50,30.09,10,51,270,11
39,58,50,30.09,10,51,280,10
38,57,49,30.09,10,51,280,9
38,56,51,30.09,10,51,270,9
37,55,51,30.17,10,47,280,8
34,55,45,30.19,10,45,300,10
35,52,53,30.21,10,44,310,6
34,51,52,30.22,10,43,310,7
34,50,54,30.24,10,43,300,5
35,48,61,30.27,10,42,0,0
37,47,69,30.27,10,43,210,5
41,50,71,30.29,10,46,250,5
40,55,57,30.32,10,48,250,6
40,58,51,30.32,10,49,240,5
38,61,43,30.32,10,50,0,0
39,63,41,30.32,10,51,190,7
38,64,38,30.29,10,51,210,10
43,64,46,30.27,10,53,200,8
40,65,40,30.27,10,52,180,10
44,63,50,30.27,10,53,160,13
44,62,52,30.27,10,53,170,16
45,60,58,30.27,10,52,180,14
46,59,62,30.27,10,52,190,17
48,58,70,30.27,10,53,200,18
45,58,62,30.27,10,53,210,16
47,57,69,30.27,10,53,210,15
47,56,72,30.27,10,53,230,13
48,55,77,30.27,10,53,240,13
48,54,80,30.27,10,53,240,10
47,53,80,30.29,10,50,250,6
48,52,86,30.29,10,50,280,5
47,52,83,30.29,10,49,290,6
47,49,93,30.3,10,48,0,0
45,46,96,30.29,10,46,0,0
47,47,100,30.29,10,47,110,3
49,50,96,30.3,10,49,0,0
52,56,87,30.3,10,54,200,5
53,58,84,30.32,10,55,210,6
53,60,78,30.3,10,56,260,5
52,61,72,30.29,10,56,200,6
52,61,72,30.25,10,56,180,8
53,61,75,30.22,10,57,180,7
54,62,75,30.19,10,58,190,7
53,62,73,30.19,10,57,180,8
57,61,87,30.17,10,59,180,11
57,60,90,30.16,10,58,180,10
57,60,90,30.16,10,58,190,15
55,60,84,30.16,10,57,190,17
56,60,86,30.16,10,57,200,15
56,60,86,30.16,10,57,220,9
55,60,84,30.16,10,57,220,10
56,59,90,30.16,10,57,240,9
56,59,90,30.16,10,57,240,9
56,58,93,30.14,10,57,250,6
55,57,93,30.14,10,56,250,7
53,57,87,30.14,10,55,300,5
48,55,77,30.16,10,51,330,7
49,53,86,30.16,10,51,360,7
48,52,86,30.17,10,50,350,8
46,51,83,30.21,10,49,20,3
48,56,75,30.24,10,52,10,8
46,58,65,30.24,10,52,10,14
44,60,56,30.24,10,52,20,14
42,62,48,30.24,10,52,10,10
41,62,46,30.22,10,52,30,14
40,62,44,30.21,10,51,340,8
40,63,43,30.21,10,52,280,5
43,61,52,30.21,10,52,170,7
43,60,53,30.22,10,51,180,8
45,58,62,30.22,10,51,150,6
45,58,62,30.22,10,51,150,7
46,58,65,30.24,10,52,130,7
46,58,65,30.24,10,52,110,8
45,58,62,30.24,10,52,140,6
46,58,65,30.24,10,52,130,8
49,56,77,30.22,10,52,120,13
50,56,81,30.22,10,53,120,6
50,56,81,30.19,10,53,110,10
54,58,87,30.16,10,56,110,13
54,58,87,30.14,10,56,100,14
54,58,87,30.11,10,56,100,17
55,59,87,30.08,10,57,110,20
55,59,87,30.04,10,57,110,18
58,59,96,30.01,7,58,110,17
59,59,100,29.96,5,59,110,18
60,60,100,29.93,9,60,120,20
61,61,100,29.9,2.5,61,120,22
62,62,100,29.82,3,62,120,23
63,63,100,29.74,0.75,63,140,24
64,64,100,29.7,2.5,64,150,18
67,67,100,29.67,2.5,67,180,18
67,67,100,29.65,5,67,180,9
67,68,96,29.67,10,67,280,14
64,66,93,29.72,10,65,300,15
62,62,100,29.75,10,62,320,6
61,62,96,29.78,10,61,350,10
61,61,100,29.82,10,61,320,10
59,60,96,29.83,10,59,330,8
58,58,100,29.87,10,58,350,7
57,57,100,29.9,10,57,330,8
55,55,100,29.9,10,57,0,0
53,58,84,29.91,10,55,310,11
51,57,81,29.93,10,54,310,11
51,57,81,29.98,10,54,310,10
50,55,83,30,10,52,320,9
51,54,90,30.03,10,52,350,8
51,53,93,30.06,10,52,350,6
51,51,100,30.09,10,51,80,6
54,57,90,30.12,10,55,10,5
54,59,83,30.16,10,56,20,11
52,61,72,30.16,10,56,40,15
50,63,63,30.17,10,56,360,10
50,63,63,30.19,10,56,60,7
51,63,65,30.17,10,56,20,7
50,62,65,30.19,10,56,70,7
51,63,65,30.19,10,56,70,3
54,61,78,30.19,10,57,160,8
55,58,90,30.22,10,56,130,9
53,57,87,30.24,10,55,110,13
53,57,87,30.24,10,55,100,7
52,57,83,30.24,10,55,90,8
53,57,87,30.24,10,55,80,9
55,55,100,30.24,5,55,80,8
54,54,100,30.24,6,55,70,7
54,54,100,30.24,10,55,50,6
54,54,100,30.29,5,54,60,7
54,54,100,30.29,7,54,50,8
53,53,100,30.27,10,53,60,10
52,52,100,30.27,10,52,60,7
53,53,100,30.27,10,53,60,8
53,53,100,30.29,10,53,50,9
53,53,100,30.27,10,53,70,9
55,55,100,30.29,10,55,60,9
56,56,100,30.29,8,56,60,8
58,58,100,30.29,5,58,80,11
58,59,96,30.29,10,58,90,11
59,59,100,30.27,3,59,80,8
60,60,100,30.25,5,60,70,10
60,60,100,30.24,5,60,70,8
60,60,100,30.24,10,60,80,9
60,60,100,30.24,4,60,80,7
60,60,100,30.24,4,60,80,5
60,60,100,30.25,4,60,70,6
60,60,100,30.24,3,60,80,3
60,60,100,30.25,2,60,60,5
60,60,100,30.25,2,60,60,5
60,60,100,30.25,2,60,30,3
60,60,100,30.25,0.5,60,360,6
60,60,100,30.25,1,60,20,3
59,59,100,30.25,0.5,59,350,6
59,59,100,30.25,0.5,59,10,6
59,59,100,30.24,0.5,59,30,5
59,59,100,30.24,0.5,59,20,6
59,59,100,30.24,0.5,59,20,7
59,59,100,30.25,0.25,59,30,5
59,59,100,30.27,0.5,59,20,7
60,60,100,30.27,3,60,30,6
62,62,100,30.25,6,62,20,8
63,63,100,30.24,8,63,60,8
63,63,100,30.24,8,63,50,6
63,64,96,30.22,8,63,50,7
64,64,100,30.19,3,64,40,5
64,64,100,30.17,5,64,40,5
63,63,100,30.16,2,63,360,6
63,63,100,30.14,3,63,10,7
62,62,100,30.14,10,62,20,7
62,62,100,30.14,10,62,20,7
62,62,100,30.11,10,62,30,5
62,62,100,30.11,10,62,0,0
61,61,100,30.11,4,61,0,0
61,61,100,30.09,2.5,61,210,5
61,61,100,30.09,0.12,61,200,5
61,61,100,30.09,1.5,61,190,6
61,61,100,30.08,0.75,61,180,8
61,61,100,30.03,7,61,160,8
61,61,100,30.01,9,61,140,9
61,61,100,30,10,61,140,9
61,61,100,29.98,7,61,150,10
64,64,100,29.96,10,64,170,17
64,64,100,29.95,1.5,64,180,18
65,65,100,29.95,3,65,190,21
65,65,100,29.93,4,65,180,20
66,66,100,29.91,8,66,180,25
66,66,100,29.88,8,66,180,22
66,66,100,29.85,8,66,180,26
66,66,100,29.82,8,66,180,26
67,67,100,29.78,7,67,180,32
67,67,100,29.75,7,67,180,31
66,66,100,29.74,6,66,180,24
66,66,100,29.72,5,66,180,24
66,66,100,29.7,0.5,66,180,28
66,66,100,29.67,1.5,66,180,25
67,67,100,29.64,8,67,180,25
67,67,100,29.62,8,67,180,32
67,67,100,29.57,7,67,180,36
67,67,100,29.52,8,67,180,37
68,68,100,29.49,8,68,180,40
55,59,87,29.61,9,57,270,31
46,53,77,29.67,6,49,260,29
46,53,77,29.67,6,49,260,29
48,51,89,29.7,10,49,280,13
37,49,64,29.78,10,44,270,31
34,48,58,29.85,10,42,280,25
32,46,58,29.9,10,40,270,24
32,46,58,29.95,10,40,270,23
33,47,59,29.98,10,41,270,24
33,50,52,29.98,10,43,270,21
32,52,47,30.01,10,43,290,25
32,54,43,30.03,10,44,280,21
31,55,40,30.03,10,44,280,20
32,57,39,30.04,10,46,300,21
30,57,36,30.06,10,45,290,17
31,57,37,30.09,10,45,280,17
31,55,40,30.11,10,44,280,14
31,53,43,30.12,10,43,290,15
30,52,43,30.16,10,43,320,16
29,50,44,30.19,10,41,320,17
30,49,48,30.19,10,41,340,11
30,47,52,30.22,10,40,330,15
30,45,56,30.22,10,39,340,9
29,44,55,30.22,10,38,340,11
29,43,58,30.22,10,37,350,9
29,42,60,30.22,10,37,330,9
30,42,62,30.24,10,37,340,8
30,40,68,30.24,10,36,360,5
31,38,76,30.24,10,35,50,3
31,38,76,30.24,10,35,60,3
32,38,79,30.24,10,36,50,5
33,39,79,30.24,10,37,20,3
34,44,68,30.24,10,40,20,6
33,46,61,30.22,10,40,30,9
32,48,54,30.22,10,41,80,5
33,49,55,30.19,10,42,130,6
35,51,54,30.16,10,44,0,0
36,51,56,30.12,10,44,230,6
38,51,61,30.09,10,45,230,5
39,51,64,30.08,10,45,160,6
39,50,66,30.06,10,45,170,5
39,48,71,30.06,10,44,100,3
40,47,77,30.04,10,44,80,5
40,47,77,30.03,10,44,70,5
41,48,77,30.03,10,45,50,5
42,48,80,30.03,10,45,30,3
42,50,74,30.03,10,46,280,11
34,49,56,30.03,10,42,280,10
33,47,59,30.03,10,41,300,14
32,45,61,30.01,10,40,300,6
33,45,63,30.03,10,40,280,9
33,45,63,30.03,10,40,280,9
33,44,65,30.03,10,39,280,9
33,44,65,30.03,10,39,280,10
32,43,65,30.03,10,38,290,11
33,44,65,30.06,10,39,280,7
34,46,63,30.09,10,41,280,13
33,48,56,30.11,10,42,270,10
33,50,52,30.11,10,43,290,10
33,52,49,30.11,10,44,280,10
32,52,47,30.09,10,43,270,11
32,53,45,30.09,10,44,300,13
31,55,40,30.08,10,44,300,16
30,53,41,30.08,10,43,300,14
30,52,43,30.11,10,43,310,14
29,51,43,30.12,10,42,300,10
28,51,41,30.14,10,41,280,10
28,50,43,30.16,10,41,280,9
28,49,44,30.19,10,40,290,14
28,49,44,30.21,10,40,300,10
29,48,48,30.24,10,40,300,11
27,45,49,30.24,10,38,320,10
27,44,51,30.27,10,37,320,7
27,44,51,30.27,10,37,310,6
28,43,56,30.29,10,37,290,3
29,44,55,30.29,10,38,330,5
30,38,73,30.3,10,35,0,0
33,38,83,30.32,10,36,90,3
32,40,73,30.32,10,37,0,0
32,35,89,30.34,10,34,0,0
36,44,73,30.35,10,41,80,3
29,50,44,30.35,10,41,130,8
31,52,45,30.37,10,43,160,8
32,54,43,30.37,10,44,170,13
35,54,49,30.35,10,45,170,9
37,54,53,30.32,10,46,170,9
35,56,46,30.32,10,46,190,15
36,54,51,30.3,10,46,170,15
38,54,55,30.29,10,47,170,18
39,53,59,30.29,10,46,170,16
40,53,61,30.29,10,47,180,18
41,53,64,30.29,10,47,180,15
42,54,64,30.29,10,48,190,17
44,53,72,30.29,10,49,220,10
45,53,74,30.29,10,49,220,10
44,53,72,30.27,10,49,210,10
46,53,77,30.27,10,49,210,9
48,53,83,30.27,10,50,200,13
49,54,83,30.25,10,51,200,11
50,53,89,30.24,10,51,210,9
49,50,96,30.22,10,49,210,7
52,54,93,30.22,10,53,190,9
53,55,93,30.22,10,54,200,10
53,56,90,30.21,10,54,180,7
53,57,87,30.21,10,55,190,6
53,59,81,30.19,10,56,160,7
56,60,86,30.16,10,58,160,15
57,62,84,30.14,10,59,180,11
59,61,93,30.11,10,60,210,11
58,62,86,30.09,10,60,240,10
52,61,72,30.09,10,56,240,11
50,60,70,30.09,10,55,250,13
46,59,62,30.09,10,52,240,13
46,58,65,30.09,10,52,230,11
46,56,70,30.11,10,51,250,11
44,55,67,30.12,10,50,250,10
45,55,69,30.12,10,50,250,10
41,56,57,30.14,10,49,280,10
39,56,53,30.16,10,48,290,11
38,55,53,30.17,10,47,280,14
39,54,57,30.19,10,47,300,16
39,51,64,30.22,10,45,330,13
37,50,61,30.22,10,44,320,13
36,48,63,30.24,10,43,320,11
35,48,61,30.27,10,42,310,14
35,46,66,30.29,10,41,320,9
35,46,66,30.32,10,41,320,9
35,45,68,30.35,10,41,310,9
33,49,55,30.37,10,42,300,13
33,50,52,30.37,10,43,300,11
32,51,48,30.38,10,43,270,11
31,53,43,30.38,10,43,330,10
30,54,40,30.37,10,44,330,8
28,55,35,30.34,10,43,310,11
27,55,34,30.34,10,43,270,8
28,55,35,30.32,10,43,260,13
29,53,40,30.32,10,43,250,8
29,50,44,30.34,10,41,230,10
31,50,48,30.35,10,42,240,10
30,50,46,30.35,10,42,250,9
29,51,43,30.35,10,42,250,11
35,49,59,30.35,10,43,240,10
35,49,59,30.35,10,43,240,9
34,47,61,30.34,10,41,230,9
36,46,68,30.34,10,42,250,7
37,45,74,30.32,10,41,220,9
36,44,73,30.3,10,41,230,8
38,50,63,30.27,10,44,220,13
38,51,61,30.27,10,45,230,15
40,51,66,30.25,10,46,230,13
38,52,59,30.24,10,46,220,15
33,52,49,30.21,10,44,210,14
33,54,45,30.21,10,45,210,18
33,54,45,30.19,10,45,230,16
33,53,47,30.19,10,44,250,15
45,56,67,30.16,10,50,230,15
44,55,67,30.09,10,50,220,11
43,57,60,30.06,10,50,220,13
45,57,64,30.01,10,51,240,14
46,57,67,29.98,10,51,230,10
46,56,70,29.96,10,51,210,9
48,56,75,29.96,10,52,210,7
48,57,72,29.98,10,52,270,11
49,52,89,30.01,9,50,290,14
47,50,89,29.98,10,48,300,16
46,48,93,29.98,10,47,320,15
43,45,93,29.98,10,44,340,14
40,42,92,30,10,41,350,17
38,41,89,30,10,40,350,15
35,40,83,30,10,38,320,21
30,39,70,30.03,10,35,320,20
22,37,54,30.03,10,32,330,26
20,35,54,30.03,10,30,330,17
21,34,59,30.06,10,29,330,11
20,34,56,30.08,10,29,330,13
22,34,61,30.11,10,30,310,14
22,36,57,30.12,10,31,310,15
24,35,64,30.12,10,31,310,21
23,37,57,30.11,10,32,310,21
19,40,43,30.12,10,33,310,28
18,40,41,30.12,10,32,300,22
16,41,36,30.11,10,32,320,22
16,40,38,30.12,10,32,320,24
13,39,34,30.14,10,30,330,22
12,38,34,30.16,10,30,310,18
14,36,40,30.19,10,29,310,17
13,35,40,30.22,10,28,340,17
14,34,44,30.25,10,28,320,22
15,33,47,30.27,10,27,330,18
15,32,50,30.29,10,27,330,17
15,31,52,30.32,10,26,330,15
16,31,54,30.32,10,26,320,11
16,30,56,30.34,10,26,340,11
16,29,58,30.32,10,25,350,11
17,28,63,30.34,10,25,320,8
17,27,66,30.32,10,24,340,9
17,27,66,30.32,10,24,350,6
17,26,69,30.34,10,23,330,7
18,27,69,30.35,10,24,310,5
19,27,72,30.35,10,24,320,3
20,32,61,30.37,10,28,0,0
21,34,59,30.37,10,30,0,3
18,35,50,30.35,10,29,170,5
18,36,48,30.34,10,30,210,6
22,37,54,30.3,10,32,220,5
24,38,57,30.29,10,33,170,8
26,40,58,30.25,10,35,170,9
23,40,51,30.24,10,34,210,9
25,39,57,30.22,10,34,210,10
27,39,62,30.19,10,34,170,14
25,40,55,30.19,10,34,210,10
26,40,58,30.21,10,35,220,14
24,40,53,30.19,10,34,230,13
26,40,58,30.19,10,35,230,17
25,41,53,30.19,10,35,240,16
21,39,48,30.19,10,33,230,16
20,38,48,30.16,10,32,240,9
22,39,50,30.16,10,33,230,13
22,40,49,30.14,10,33,230,11
24,40,53,30.12,10,34,230,14
25,40,55,30.11,10,34,230,13
27,41,57,30.11,10,36,240,14
28,42,58,30.09,10,36,220,13
28,43,56,30.11,10,37,230,14
33,44,65,30.11,10,39,210,10
34,46,63,30.11,10,41,220,17
35,46,66,30.09,10,41,220,16
35,48,61,30.08,10,42,210,14
32,48,54,30.04,10,41,230,13
33,48,56,30.03,10,41,220,9
34,51,52,30.01,10,43,240,6
35,50,57,30,10,43,230,7
36,50,59,30,10,44,230,7
36,49,61,30.01,10,43,240,11
35,49,59,30.01,10,43,240,10
35,50,57,30.01,10,43,250,9
36,50,59,30.03,10,44,270,10
38,50,63,30.06,10,44,240,7
36,49,61,30.06,10,43,250,5
39,49,69,30.06,10,44,260,7
38,49,66,30.06,10,44,240,7
41,48,77,30.06,10,45,0,0
41,48,77,30.06,10,45,0,0
41,47,80,30.06,10,44,220,3
41,48,77,30.04,10,45,240,3
39,42,89,30.06,10,41,0,0
43,48,83,30.06,10,46,190,6
42,45,90,30.06,10,44,0,0
44,48,86,30.06,10,46,0,0
45,54,72,30.09,10,49,0,0
47,55,74,30.08,10,51,230,3
46,57,67,30.06,10,51,230,5
44,57,62,30.03,10,50,190,6
44,58,60,30.01,10,51,200,6
45,57,64,30.01,10,51,190,6
46,56,70,29.98,10,51,140,6
48,55,77,29.98,10,51,140,5
50,53,89,29.96,10,51,120,6
51,53,93,29.93,10,52,150,6
53,54,97,29.91,10,53,160,10
54,56,93,29.88,10,55,170,13
55,56,97,29.87,10,55,170,11
55,56,97,29.87,10,55,200,17
53,54,97,29.83,10,53,200,10
53,55,93,29.8,10,54,190,10
53,56,90,29.77,10,54,190,13
50,55,83,29.74,10,52,200,14
50,55,83,29.72,10,52,200,11
47,54,77,29.69,10,50,230,7
46,56,70,29.7,10,51,220,11
47,54,77,29.69,10,50,230,8
47,56,72,29.7,10,51,230,16
48,54,80,29.7,10,51,270,20
42,46,86,29.75,10,44,310,21
39,42,89,29.78,10,41,300,15
34,39,82,29.83,10,37,320,17
31,39,73,29.85,10,36,310,15
28,35,76,29.88,6,32,310,25
23,34,64,29.9,10,30,320,24
20,33,58,29.91,10,29,310,21
18,33,54,29.95,10,28,330,21
20,34,56,29.98,10,29,320,20
16,33,49,30.01,10,27,310,23
16,32,52,30.06,10,27,320,21
15,30,54,30.08,10,25,310,20
9,29,43,30.11,10,23,330,16
6,27,41,30.14,10,21,310,17
5,26,40,30.14,10,21,320,18
6,25,44,30.16,10,20,320,22
6,25,44,30.16,10,20,320,24
7,24,48,30.16,10,20,320,22
7,24,48,30.19,10,20,310,15
7,24,48,30.21,10,20,300,21
8,23,53,30.22,10,19,310,23
8,23,53,30.24,10,19,310,20
9,23,55,30.25,10,19,310,20
10,25,53,30.29,10,21,310,21
9,27,46,30.29,10,22,320,23
9,29,43,30.32,10,23,330,22
9,31,40,30.32,10,25,350,21
9,33,36,30.32,10,26,330,17
8,34,34,30.3,10,26,330,11
6,35,29,30.32,10,27,340,15
5,35,28,30.32,10,26,300,15
4,33,29,30.35,10,25,350,13
4,31,31,30.35,10,24,350,9
5,31,33,30.37,10,24,330,10
6,30,36,30.4,10,23,360,8
7,30,38,30.42,10,24,10,9
7,30,38,30.42,10,24,340,7
10,27,49,30.42,10,22,30,7
9,29,43,30.45,10,23,360,3
15,27,61,30.45,10,23,50,5
15,26,63,30.45,10,23,20,3
15,27,61,30.43,10,23,50,5
15,25,66,30.42,10,22,50,7
15,25,66,30.42,10,22,60,8
15,25,66,30.42,10,22,40,6
15,25,66,30.42,10,22,20,6
15,26,63,30.42,10,23,330,7
17,31,56,30.45,10,27,340,6
20,35,54,30.45,10,30,360,5
22,37,54,30.45,10,32,360,5
23,40,51,30.42,10,34,250,7
25,41,53,30.4,10,35,250,7
26,41,55,30.37,10,35,210,9
29,44,55,30.35,10,38,200,7
30,46,54,30.32,10,39,210,8
27,45,49,30.32,10,38,220,10
26,44,49,30.3,10,37,220,11
27,44,51,30.32,10,37,210,13
28,44,53,30.29,10,38,220,10
29,44,55,30.29,10,38,230,14
31,43,63,30.29,10,38,250,14
30,42,62,30.29,10,37,250,15
27,42,55,30.29,10,36,260,13
29,41,62,30.29,10,36,260,10
29,41,62,30.27,10,36,250,11
27,40,60,30.25,10,35,250,8
